Entity,Code,Day,weekly_deaths_rolling_normalized,people_in_hospital_normalized,weekly_cases_rolling_normalized,people_ventilated_normalized
Northern Ireland,,2021-01-18,75.47,92.33,49.14,80.95
Northern Ireland,,2021-01-19,71.7,94.51,45.45,77.78
Northern Ireland,,2021-01-20,72.33,91.95,43.64,71.43
Northern Ireland,,2021-01-21,69.18,89.58,41.83,71.43
Northern Ireland,,2021-01-22,67.3,85.89,40.43,66.67
Northern Ireland,,2021-01-23,63.52,82.58,40.17,65.08
Northern Ireland,,2021-01-24,57.23,80.02,37.24,66.67
Northern Ireland,,2021-01-25,50.94,80.49,35.61,63.49
Northern Ireland,,2021-01-26,51.57,80.97,34.38,65.08
Northern Ireland,,2021-01-27,47.17,78.12,31.54,61.9
Northern Ireland,,2021-01-28,42.77,75.47,30.49,55.56
Northern Ireland,,2021-01-29,42.14,72.63,29.02,50.79
Northern Ireland,,2021-01-30,37.74,68.47,27.4,46.03
Northern Ireland,,2021-01-31,39.62,64.39,27.35,49.21
Northern Ireland,,2021-02-01,40.88,63.73,26.54,47.62
Northern Ireland,,2021-02-02,35.85,63.92,25.77,46.03
Northern Ireland,,2021-02-03,35.22,60.51,25.59,47.62
Northern Ireland,,2021-02-04,36.48,57.95,24.24,46.03
Northern Ireland,,2021-02-05,34.59,55.21,23.02,42.86
Northern Ireland,,2021-02-06,32.08,52.84,22.53,42.86
Northern Ireland,,2021-02-07,27.67,49.81,21.84,39.68
Northern Ireland,,2021-02-08,23.27,49.72,21.7,38.1
Northern Ireland,,2021-02-09,23.27,50.19,20.41,39.68
Northern Ireland,,2021-02-10,20.75,49.62,19.15,34.92
Northern Ireland,,2021-02-11,18.24,46.69,17.95,30.16
Northern Ireland,,2021-02-12,17.61,44.98,17.21,30.16
Northern Ireland,,2021-02-13,15.72,43.84,16.56,28.57
Northern Ireland,,2021-02-14,15.09,42.52,15.37,28.57
Northern Ireland,,2021-02-15,14.47,42.61,14.9,28.57
Northern Ireland,,2021-02-16,13.21,42.23,15.4,25.4
Northern Ireland,,2021-02-17,11.32,40.53,15.11,22.22
Northern Ireland,,2021-02-18,12.58,39.02,15.78,20.63
Northern Ireland,,2021-02-19,11.32,36.93,15.07,22.22
Northern Ireland,,2021-02-20,11.32,35.61,14.87,22.22
Northern Ireland,,2021-02-21,12.58,33.05,15.52,25.4
Northern Ireland,,2021-02-22,12.58,32.77,15.17,20.63
Northern Ireland,,2021-02-23,12.58,32.39,14.3,19.05
Northern Ireland,,2021-02-24,12.58,31.63,14.02,17.46
Northern Ireland,,2021-02-25,15.09,29.36,13.56,19.05
Northern Ireland,,2021-02-26,18.87,27.27,13.02,15.87
Northern Ireland,,2021-02-27,18.24,26.23,12.33,15.87
Northern Ireland,,2021-02-28,16.35,24.53,11.37,15.87
Northern Ireland,,2021-03-01,14.47,24.43,11.01,17.46
Northern Ireland,,2021-03-02,13.84,24.72,10.43,19.05
Northern Ireland,,2021-03-03,13.21,24.72,10.18,19.05
Northern Ireland,,2021-03-04,8.18,23.11,9.29,14.29
Northern Ireland,,2021-03-05,3.14,20.93,8.73,14.29
Northern Ireland,,2021-03-06,4.4,20.83,8.64,14.29
Northern Ireland,,2021-03-07,3.77,20.27,8.65,15.87
Northern Ireland,,2021-03-08,4.4,20.74,8.7,14.29
Northern Ireland,,2021-03-09,4.4,20.55,9.38,15.87
Northern Ireland,,2021-03-10,5.03,19.79,8.79,15.87
Northern Ireland,,2021-03-11,5.03,19.22,9.24,15.87
Northern Ireland,,2021-03-12,4.4,19.79,9.56,14.29
Northern Ireland,,2021-03-13,2.52,19.22,9.36,14.29
Northern Ireland,,2021-03-14,3.77,18.66,9.4,11.11
Northern Ireland,,2021-03-15,4.4,18.56,9.22,7.94
Northern Ireland,,2021-03-16,3.77,18.66,8.65,9.52
Northern Ireland,,2021-03-17,5.66,17.33,8.76,7.94
Northern Ireland,,2021-03-18,5.66,17.23,8.35,7.94
Northern Ireland,,2021-03-19,5.66,17.14,7.82,9.52
Northern Ireland,,2021-03-20,6.29,15.72,7.92,7.94
Northern Ireland,,2021-03-21,5.03,14.68,7.78,7.94
Northern Ireland,,2021-03-22,3.77,14.87,7.53,7.94
Northern Ireland,,2021-03-23,5.03,15.25,7.6,7.94
Northern Ireland,,2021-03-24,3.77,14.39,7.44,9.52
Northern Ireland,,2021-03-25,3.77,12.97,7.54,9.52
Northern Ireland,,2021-03-26,5.03,12.41,7.87,7.94
Northern Ireland,,2021-03-27,5.66,12.59,7.71,4.76
Northern Ireland,,2021-03-28,7.55,12.12,7.65,4.76
Northern Ireland,,2021-03-29,8.18,11.65,7.48,4.76
Northern Ireland,,2021-03-30,6.92,11.55,7.31,4.76
Northern Ireland,,2021-03-31,5.03,10.98,7.19,4.76
Northern Ireland,,2021-04-01,5.66,10.98,6.62,4.76
Northern Ireland,,2021-04-02,5.66,10.98,6.06,6.35
Northern Ireland,,2021-04-03,5.03,10.32,5.66,6.35
Northern Ireland,,2021-04-04,4.4,9.09,4.79,7.94
Northern Ireland,,2021-04-05,3.77,9.38,4.97,9.52
Northern Ireland,,2021-04-06,3.77,9.19,4.26,7.94
Northern Ireland,,2021-04-07,4.4,8.43,4,7.94
Northern Ireland,,2021-04-08,4.4,8.14,3.93,7.94
Northern Ireland,,2021-04-09,5.03,7.58,3.97,7.94
Northern Ireland,,2021-04-10,5.03,7.39,4.44,4.76
Northern Ireland,,2021-04-11,4.4,7.67,5.11,6.35
Northern Ireland,,2021-04-12,4.4,7.58,5.17,6.35
Northern Ireland,,2021-04-13,5.03,7.48,5.58,6.35
Northern Ireland,,2021-04-14,4.4,7.01,5.65,4.76
Northern Ireland,,2021-04-15,4.4,6.63,6.11,6.35
Northern Ireland,,2021-04-16,2.52,7.2,6.15,4.76
Northern Ireland,,2021-04-17,2.52,7.01,5.8,4.76
Northern Ireland,,2021-04-18,1.89,7.1,5.75,4.76
Northern Ireland,,2021-04-19,2.52,7.1,5.61,3.17
Northern Ireland,,2021-04-20,1.89,7.48,5.7,3.17
Northern Ireland,,2021-04-21,1.89,7.29,5.84,4.76
Northern Ireland,,2021-04-22,1.26,7.48,5.55,3.17
Northern Ireland,,2021-04-23,1.26,7.48,5.32,3.17
Northern Ireland,,2021-04-24,1.26,6.91,5.18,3.17
Northern Ireland,,2021-04-25,1.26,7.2,5.11,3.17
Northern Ireland,,2021-04-26,0.63,7.39,5.06,1.59
Northern Ireland,,2021-04-27,0.63,7.1,4.95,1.59
Northern Ireland,,2021-04-28,1.26,7.58,4.82,1.59
Northern Ireland,,2021-04-29,1.26,7.39,4.63,1.59
Northern Ireland,,2021-04-30,1.89,7.1,4.78,1.59
Northern Ireland,,2021-05-01,1.26,6.53,4.85,0
Northern Ireland,,2021-05-02,1.26,5.87,4.82,0
Northern Ireland,,2021-05-03,1.26,5.97,4.76,0
Northern Ireland,,2021-05-04,1.89,6.34,4.56,0
Northern Ireland,,2021-05-05,2.52,6.06,4.57,0
Northern Ireland,,2021-05-06,2.52,5.59,4.62,0
Northern Ireland,,2021-05-07,1.89,5.11,4.3,0
Northern Ireland,,2021-05-08,1.89,4.64,4.23,0
Northern Ireland,,2021-05-09,1.89,4.36,4.45,0
Northern Ireland,,2021-05-10,1.89,4.26,4.54,0
Northern Ireland,,2021-05-11,1.26,3.88,4.58,0
Northern Ireland,,2021-05-12,0,3.98,4.69,0
Northern Ireland,,2021-05-13,0,3.88,4.66,0
Northern Ireland,,2021-05-14,0,3.98,4.9,0
Northern Ireland,,2021-05-15,0,3.6,4.29,0
Northern Ireland,,2021-05-16,0.63,3.41,4.37,0
Northern Ireland,,2021-05-17,0.63,3.6,4.42,0
Northern Ireland,,2021-05-18,0.63,3.5,4.53,0
Northern Ireland,,2021-05-19,0.63,3.31,4.48,0
Northern Ireland,,2021-05-20,0.63,3.12,4.42,0
Northern Ireland,,2021-05-21,1.26,3.03,4.33,0
Northern Ireland,,2021-05-22,1.26,2.84,4.94,0
Northern Ireland,,2021-05-23,0.63,3.03,4.7,0
Northern Ireland,,2021-05-24,0.63,3.12,4.48,0
Northern Ireland,,2021-05-25,0.63,2.94,4.27,0
Northern Ireland,,2021-05-26,0.63,2.56,3.96,0
Northern Ireland,,2021-05-27,0.63,2.65,3.91,0
Northern Ireland,,2021-05-28,0,2.27,3.85,0
Northern Ireland,,2021-05-29,0.63,2.37,3.74,0
Northern Ireland,,2021-05-30,0.63,2.08,3.64,0
Northern Ireland,,2021-05-31,0.63,2.18,3.53,0
Northern Ireland,,2021-06-01,0.63,2.18,3.37,3.17
Northern Ireland,,2021-06-02,0.63,2.46,3.51,3.17
Northern Ireland,,2021-06-03,0.63,2.56,3.48,3.17
Northern Ireland,,2021-06-04,0.63,2.37,3.46,3.17
Northern Ireland,,2021-06-05,0,2.27,3.67,1.59
Northern Ireland,,2021-06-06,0,2.27,3.71,1.59
Northern Ireland,,2021-06-07,0,2.08,3.82,1.59
Northern Ireland,,2021-06-08,0,1.89,4.03,1.59
Northern Ireland,,2021-06-09,0,1.89,4.18,1.59
Northern Ireland,,2021-06-10,0,2.08,4.4,1.59
Northern Ireland,,2021-06-11,0,2.18,4.76,0
Northern Ireland,,2021-06-12,0,2.18,4.85,0
Northern Ireland,,2021-06-13,0,2.18,4.86,1.59
Northern Ireland,,2021-06-14,0,2.08,5.11,1.59
Northern Ireland,,2021-06-15,0,2.08,5.36,1.59
Northern Ireland,,2021-06-16,0,2.27,5.65,1.59
Northern Ireland,,2021-06-17,0,2.56,6.17,1.59
Northern Ireland,,2021-06-18,0,2.84,6.6,1.59
Northern Ireland,,2021-06-19,0.63,2.75,6.99,1.59
Northern Ireland,,2021-06-20,0.63,2.75,7.4,4.76
Northern Ireland,,2021-06-21,0.63,3.12,7.74,4.76
Northern Ireland,,2021-06-22,0.63,3.6,8.29,4.76
Northern Ireland,,2021-06-23,0.63,3.98,8.62,3.17
Northern Ireland,,2021-06-24,0.63,4.45,8.77,4.76
Northern Ireland,,2021-06-25,0.63,5.02,9.15,7.94
Northern Ireland,,2021-06-26,0,5.49,10.2,12.7
Northern Ireland,,2021-06-27,0.63,6.44,11.22,17.46
Northern Ireland,,2021-06-28,1.26,6.63,11.81,22.22
Northern Ireland,,2021-06-29,1.26,7.1,12.49,25.4
Northern Ireland,,2021-06-30,1.26,7.39,13.9,33.33
Northern Ireland,,2021-07-01,1.89,7.95,14.86,36.51
Northern Ireland,,2021-07-02,1.89,8.81,15.69,39.68
Northern Ireland,,2021-07-03,1.89,9.19,16.9,39.68
Northern Ireland,,2021-07-04,2.52,9,18.95,33.33
Northern Ireland,,2021-07-05,2.52,9.94,20.52,38.1
Northern Ireland,,2021-07-06,3.14,10.51,21.56,36.51
Northern Ireland,,2021-07-07,3.77,11.74,23.02,41.27
Northern Ireland,,2021-07-08,4.4,12.31,25.29,46.03
Northern Ireland,,2021-07-09,4.4,14.3,27.28,42.86
Northern Ireland,,2021-07-10,5.03,15.72,27.17,44.44
Northern Ireland,,2021-07-11,4.4,15.81,27.71,52.38
Northern Ireland,,2021-07-12,5.03,17.05,28.52,46.03
Northern Ireland,,2021-07-13,4.4,18.75,29.23,53.97
Northern Ireland,,2021-07-14,5.66,19.13,29.73,50.79
Northern Ireland,,2021-07-15,6.29,20.45,33.15,49.21
Northern Ireland,,2021-07-16,7.55,21.88,38.97,50.79
Northern Ireland,,2021-07-17,8.81,25,46.16,50.79
Northern Ireland,,2021-07-18,13.21,26.52,45.65,44.44
Northern Ireland,,2021-07-19,15.09,27.56,55.03,50.79
Northern Ireland,,2021-07-20,18.24,29.83,59.74,53.97
Northern Ireland,,2021-07-21,20.13,31.16,69.78,52.38
Northern Ireland,,2021-07-22,18.87,30.4,72.39,50.79
Northern Ireland,,2021-07-23,19.5,29.07,72.06,49.21
Northern Ireland,,2021-07-24,20.13,28.6,72.95,52.38
Northern Ireland,,2021-07-25,18.87,28.98,78.41,52.38
Northern Ireland,,2021-07-26,16.35,29.64,69.87,52.38
Northern Ireland,,2021-07-27,18.24,30.59,72.39,44.44
Northern Ireland,,2021-07-28,15.72,32.2,69.58,41.27
Northern Ireland,,2021-07-29,16.98,31.82,69.89,41.27
Northern Ireland,,2021-07-30,16.98,31.44,68.12,41.27
Northern Ireland,,2021-07-31,16.98,33.14,65.54,42.86
Northern Ireland,,2021-08-01,16.35,35.42,64.1,46.03
Northern Ireland,,2021-08-02,17.61,37.59,65.85,49.21
Northern Ireland,,2021-08-03,14.47,39.77,62.91,52.38
Northern Ireland,,2021-08-04,17.61,39.77,58.71,58.73
Northern Ireland,,2021-08-05,22.64,40.62,59.98,58.73
Northern Ireland,,2021-08-06,26.42,41.38,62.48,60.32
Northern Ireland,,2021-08-07,29.56,42.05,63.78,60.32
Northern Ireland,,2021-08-08,28.93,40.34,64.21,55.56
Northern Ireland,,2021-08-09,33.96,41.86,65.4,53.97
Northern Ireland,,2021-08-10,37.74,43.56,67.07,57.14
Northern Ireland,,2021-08-11,40.88,44.79,70.28,55.56
Northern Ireland,,2021-08-12,37.11,45.45,70.05,52.38
Northern Ireland,,2021-08-13,33.96,44.03,69.71,53.97
Northern Ireland,,2021-08-14,31.45,43.18,70.37,55.56
Northern Ireland,,2021-08-15,32.7,41.76,71.61,55.56
Northern Ireland,,2021-08-16,31.45,42.61,73.68,52.38
Northern Ireland,,2021-08-17,29.56,44.22,75.62,50.79
Northern Ireland,,2021-08-18,25.79,43.47,74.71,57.14
Northern Ireland,,2021-08-19,28.3,44.6,77.36,52.38
Northern Ireland,,2021-08-20,33.33,43.37,84.93,52.38
Northern Ireland,,2021-08-21,35.85,44.89,86.25,49.21
Northern Ireland,,2021-08-22,36.48,45.17,87.68,42.86
Northern Ireland,,2021-08-23,35.22,45.17,87.79,44.44
Northern Ireland,,2021-08-24,37.11,46.02,88.42,42.86
Northern Ireland,,2021-08-25,37.74,47.44,91.62,39.68
Northern Ireland,,2021-08-26,35.85,47.25,88.51,41.27
Northern Ireland,,2021-08-27,33.33,47.82,84.59,39.68
Northern Ireland,,2021-08-28,31.45,46.5,83.23,36.51
Northern Ireland,,2021-08-29,28.93,46.69,81.27,36.51
Northern Ireland,,2021-08-30,28.3,47.82,80.81,36.51
Northern Ireland,,2021-08-31,27.67,48.96,78.3,39.68
Northern Ireland,,2021-09-01,27.67,49.53,76.05,38.1
Northern Ireland,,2021-09-02,30.19,50.09,70.37,42.86
Northern Ireland,,2021-09-03,28.3,49.72,65.66,39.68
Northern Ireland,,2021-09-04,30.82,49.15,68.52,41.27
Northern Ireland,,2021-09-05,32.7,46.5,68.58,39.68
Northern Ireland,,2021-09-06,32.08,47.25,72.37,42.86
Northern Ireland,,2021-09-07,30.19,47.63,75.64,44.44
Northern Ireland,,2021-09-08,28.3,48.01,73.67,42.86
Northern Ireland,,2021-09-09,24.53,46.21,81.47,42.86
Northern Ireland,,2021-09-10,26.42,46.78,84.77,41.27
Northern Ireland,,2021-09-11,25.16,45.17,81.85,44.44
Northern Ireland,,2021-09-12,24.53,43.56,80.34,41.27
Northern Ireland,,2021-09-13,25.16,43.84,76.1,41.27
Northern Ireland,,2021-09-14,24.53,44.7,74.91,39.68
Northern Ireland,,2021-09-15,24.53,43.84,75.62,33.33
Northern Ireland,,2021-09-16,23.27,44.22,69.91,41.27
Northern Ireland,,2021-09-17,19.5,42.8,66.54,42.86
Northern Ireland,,2021-09-18,19.5,40.81,63.9,34.92
Northern Ireland,,2021-09-19,16.98,39.2,62.83,38.1
Northern Ireland,,2021-09-20,14.47,39.96,61.49,38.1
Northern Ireland,,2021-09-21,13.84,40.81,58.14,38.1
Northern Ireland,,2021-09-22,13.21,40.72,56.31,31.75
Northern Ireland,,2021-09-23,13.21,39.87,57.02,34.92
Northern Ireland,,2021-09-24,14.47,39.77,55.45,39.68
Northern Ireland,,2021-09-25,10.69,39.39,55.81,38.1
Northern Ireland,,2021-09-26,12.58,38.35,56.79,36.51
Northern Ireland,,2021-09-27,13.21,38.64,55.91,34.92
Northern Ireland,,2021-09-28,14.47,39.77,55.41,38.1
Northern Ireland,,2021-09-29,16.35,40.06,57.36,41.27
Northern Ireland,,2021-09-30,15.72,40.34,57.35,41.27
Northern Ireland,,2021-10-01,16.98,40.44,57.41,38.1
Northern Ireland,,2021-10-02,18.24,40.91,56.45,39.68
Northern Ireland,,2021-10-03,18.24,39.87,55.49,36.51
Northern Ireland,,2021-10-04,18.87,41.1,56.82,44.44
Northern Ireland,,2021-10-05,17.61,41.76,57.8,44.44
Northern Ireland,,2021-10-06,18.87,42.42,57.95,46.03
Northern Ireland,,2021-10-07,22.01,42.52,59.01,47.62
Northern Ireland,,2021-10-08,20.75,42.52,60.79,49.21
Northern Ireland,,2021-10-09,22.64,42.33,62.91,50.79
Northern Ireland,,2021-10-10,26.42,42.42,64.59,53.97
Northern Ireland,,2021-10-11,27.04,42.33,64.81,53.97
Northern Ireland,,2021-10-12,27.67,44.41,65.32,49.21
Northern Ireland,,2021-10-13,25.16,45.45,66.32,44.44
Northern Ireland,,2021-10-14,25.16,45.17,66.31,44.44
Northern Ireland,,2021-10-15,28.3,45.93,66.86,47.62
Northern Ireland,,2021-10-16,28.3,45.83,66.44,42.86
Northern Ireland,,2021-10-17,27.04,44.03,65.32,42.86
Northern Ireland,,2021-10-18,27.67,44.6,65.18,39.68
Northern Ireland,,2021-10-19,31.45,46.59,65.85,44.44
Northern Ireland,,2021-10-20,30.19,47.44,65.49,41.27
Northern Ireland,,2021-10-21,32.08,47.06,63.59,41.27
Northern Ireland,,2021-10-22,33.96,46.97,63.63,34.92
Northern Ireland,,2021-10-23,32.08,47.44,64.42,33.33
Northern Ireland,,2021-10-24,30.82,47.82,65.14,34.92
Northern Ireland,,2021-10-25,29.56,49.72,64.6,39.68
Northern Ireland,,2021-10-26,30.19,50.47,62.77,41.27
Northern Ireland,,2021-10-27,33.33,50,61.78,39.68
Northern Ireland,,2021-10-28,32.08,49.43,62.31,39.68
Northern Ireland,,2021-10-29,28.3,48.48,62.06,38.1
Northern Ireland,,2021-10-30,27.04,49.05,61.19,34.92
Northern Ireland,,2021-10-31,25.16,49.15,60.73,39.68
Northern Ireland,,2021-11-01,25.79,48.96,60.2,42.86
Northern Ireland,,2021-11-02,22.01,49.62,60.13,38.1
Northern Ireland,,2021-11-03,20.75,48.96,57.9,36.51
Northern Ireland,,2021-11-04,23.9,49.24,60.6,38.1
Northern Ireland,,2021-11-05,23.9,49.53,59.42,44.44
Northern Ireland,,2021-11-06,27.04,48.01,59.32,44.44
Northern Ireland,,2021-11-07,28.93,48.3,59.58,41.27
Northern Ireland,,2021-11-08,30.19,49.81,60.18,39.68
Northern Ireland,,2021-11-09,28.93,50.85,61.04,44.44
Northern Ireland,,2021-11-10,28.3,48.96,66.82,44.44
Northern Ireland,,2021-11-11,23.27,47.63,66.68,53.97
Northern Ireland,,2021-11-12,22.64,46.88,66.1,47.62
Northern Ireland,,2021-11-13,23.9,45.64,70.7,49.21
Northern Ireland,,2021-11-14,21.38,44.32,73.26,47.62
Northern Ireland,,2021-11-15,18.24,44.51,76.49,50.79
Northern Ireland,,2021-11-16,18.87,45.45,80.02,46.03
Northern Ireland,,2021-11-17,17.61,44.51,80.64,42.86
Northern Ireland,,2021-11-18,17.61,44.13,82.29,42.86
Northern Ireland,,2021-11-19,15.72,43.66,86.82,39.68
Northern Ireland,,2021-11-20,12.58,41.19,87.12,38.1
Northern Ireland,,2021-11-21,16.98,39.96,87.33,36.51
Northern Ireland,,2021-11-22,20.13,39.39,87.42,38.1
Northern Ireland,,2021-11-23,18.24,40.62,85.76,36.51
Northern Ireland,,2021-11-24,20.13,39.3,86.38,41.27
Northern Ireland,,2021-11-25,20.75,39.02,85.39,41.27
Northern Ireland,,2021-11-26,22.01,38.07,87.75,41.27
Northern Ireland,,2021-11-27,20.75,38.92,85.01,39.68
Northern Ireland,,2021-11-28,16.98,38.64,85.01,44.44
Northern Ireland,,2021-11-29,14.47,38.92,84.97,39.68
Northern Ireland,,2021-11-30,16.35,40.62,85.79,41.27
Northern Ireland,,2021-12-01,15.72,40.91,86.25,39.68
Northern Ireland,,2021-12-02,15.09,40.53,91.68,46.03
Northern Ireland,,2021-12-03,16.35,40.25,90.96,38.1
Northern Ireland,,2021-12-04,16.98,38.45,92.16,39.68
Northern Ireland,,2021-12-05,18.24,37.22,92.29,39.68
Northern Ireland,,2021-12-06,17.61,38.35,93.57,39.68
Northern Ireland,,2021-12-07,15.72,39.3,94.12,41.27
Northern Ireland,,2021-12-08,15.09,39.3,93.67,39.68
Northern Ireland,,2021-12-09,14.47,37.59,90.27,38.1
Northern Ireland,,2021-12-10,11.32,37.78,89.51,38.1
Northern Ireland,,2021-12-11,11.32,38.07,88.03,41.27
Northern Ireland,,2021-12-12,8.18,36.84,88.98,41.27
Northern Ireland,,2021-12-13,6.92,36.55,87.45,39.68
Northern Ireland,,2021-12-14,6.29,37.41,86.87,34.92
Northern Ireland,,2021-12-15,4.4,35.7,88.54,34.92
Northern Ireland,,2021-12-16,11.32,35.89,91.68,38.1
Northern Ireland,,2021-12-17,12.58,36.27,92.29,34.92
Northern Ireland,,2021-12-18,11.32,35.51,97.02,39.68
Northern Ireland,,2021-12-19,11.32,34.94,98.9,41.27
Northern Ireland,,2021-12-20,11.32,35.7,104.28,36.51
Northern Ireland,,2021-12-21,11.32,37.31,108.15,34.92
Northern Ireland,,2021-12-22,20.75,40.44,116.23,34.92
Northern Ireland,,2021-12-23,13.84,41.86,123.66,31.75
Northern Ireland,,2021-12-24,14.47,43.18,134.17,33.33
Northern Ireland,,2021-12-25,13.84,44.51,118.58,30.16
Northern Ireland,,2021-12-26,16.98,46.31,105.08,26.98
Northern Ireland,,2021-12-27,18.24,48.77,88.94,31.75
Northern Ireland,,2021-12-28,22.01,50.19,73.2,31.75
Northern Ireland,,2021-12-29,13.21,52.46,221.49,28.57
Northern Ireland,,2021-12-30,12.58,51.61,232.56,26.98
Northern Ireland,,2021-12-31,18.87,52.65,262.08,28.57
Northern Ireland,,2022-01-01,21.38,53.31,262.08,28.57
Northern Ireland,,2022-01-02,18.24,52.37,262.08,
Northern Ireland,,2022-01-03,18.87,52.75,262.08,
Northern Ireland,,2022-01-04,17.61,53.98,490.62,
Northern Ireland,,2022-01-05,20.75,53.31,371.63,
Northern Ireland,,2022-01-06,23.27,52.75,387.98,
Northern Ireland,,2022-01-07,15.72,51.33,382.19,
Northern Ireland,,2022-01-08,16.98,48.86,408.17,
Northern Ireland,,2022-01-09,20.13,46.69,436.41,
Northern Ireland,,2022-01-10,21.38,47.25,456.74,
Northern Ireland,,2022-01-11,19.5,48.01,253.89,
Northern Ireland,,2022-01-12,18.87,46.88,222.26,
Northern Ireland,,2022-01-13,20.75,45.45,192.98,
Northern Ireland,,2022-01-14,23.27,44.79,166.77,
Northern Ireland,,2022-01-15,24.53,42.8,160.83,
Northern Ireland,,2022-01-16,23.27,41.1,151.5,
Northern Ireland,,2022-01-17,20.13,41.1,155.93,
Northern Ireland,,2020-03-12,,3.5,0.11,73.02
Northern Ireland,,2022-01-18,,41.67,160.89,
Northern Ireland,,2022-01-19,,39.77,172.38,
Northern Ireland,,2022-01-20,,38.73,179.13,
Northern Ireland,,2022-01-21,,37.03,183.74,
Northern Ireland,,2022-01-22,,34.38,189.81,
Northern Ireland,,2022-01-23,,,193.88,
Northern Ireland,,2022-01-24,,,198.66,
Northern Ireland,,2022-01-25,,,205.74,
Northern Ireland,,2022-01-26,,,205.23,
Northern Ireland,,2022-01-27,,,207.96,
Northern Ireland,,2022-01-28,,,209.23,
Northern Ireland,,2022-01-29,,,210.09,
Northern Ireland,,2022-01-30,,,187.11,
Scotland,,2020-03-08,6.43,,0.11,18.63
Scotland,,2020-03-09,7.86,,0.14,26.09
Scotland,,2020-03-10,7.38,,0.16,32.3
Scotland,,2020-03-11,7.86,,0.2,35.4
Scotland,,2020-03-12,12.62,19.68,0.33,44.72
Scotland,,2020-03-13,17.86,24.89,0.46,50.31
Scotland,,2020-03-14,24.05,27.52,0.65,59.01
Scotland,,2020-03-15,33.1,30.54,0.83,67.08
Scotland,,2020-03-16,42.38,36.63,0.91,83.85
Scotland,,2020-03-17,42.62,39.7,1.03,91.3
Scotland,,2020-03-18,41.67,44.33,1.17,100.62
Scotland,,2020-03-19,54.05,50.51,1.27,109.32
Scotland,,2020-03-20,64.05,53.92,1.46,119.25
Scotland,,2020-03-21,76.43,58.65,1.55,122.36
Scotland,,2020-03-22,76.9,61.47,1.62,123.6
Scotland,,2020-03-23,77.14,64.69,2.02,123.6
Scotland,,2020-03-24,82.38,68.92,2.39,130.43
Scotland,,2020-03-25,84.05,70.14,3.03,131.68
Scotland,,2020-03-26,75.95,71.16,3.86,128.57
Scotland,,2020-03-27,79.29,71.46,4.53,131.68
Scotland,,2020-03-28,79.05,72.43,5.36,137.27
Scotland,,2020-03-29,81.43,72.19,5.95,131.06
Scotland,,2020-03-30,83.57,73.75,6.54,121.74
Scotland,,2020-03-31,80.24,72.38,8.66,121.12
Scotland,,2020-04-01,80.95,72.04,9.78,121.74
Scotland,,2020-04-02,88.1,72.43,10.5,117.39
Scotland,,2020-04-03,86.43,73.11,11.94,113.04
Scotland,,2020-04-04,81.19,74.04,12.91,108.07
Scotland,,2020-04-05,82.62,74.04,14.28,104.97
Scotland,,2020-04-06,80.48,71.7,14.75,103.11
Scotland,,2020-04-07,82.38,69.75,13.75,96.27
Scotland,,2020-04-08,82.62,69.31,13.87,91.93
Scotland,,2020-04-09,82.62,67.36,14.48,87.58
Scotland,,2020-04-10,84.05,67.46,13.98,86.96
Scotland,,2020-04-11,84.52,67.32,13.81,82.61
Scotland,,2020-04-12,78.81,67.56,13.57,83.23
Scotland,,2020-04-13,78.1,66.2,12.95,78.26
Scotland,,2020-04-14,76.67,66.39,13.09,70.81
Scotland,,2020-04-15,74.76,64.49,13.42,67.7
Scotland,,2020-04-16,68.57,63.42,13.19,68.32
Scotland,,2020-04-17,68.57,62.2,13.12,67.08
Scotland,,2020-04-18,68.33,61.67,13.71,61.49
Scotland,,2020-04-19,70.48,62.3,13.99,61.49
Scotland,,2020-04-20,68.57,59.67,14.65,64.6
Scotland,,2020-04-21,68.1,58.65,14.23,55.28
Scotland,,2020-04-22,68.1,58.4,14.08,53.42
Scotland,,2020-04-23,69.52,56.89,14.19,52.17
Scotland,,2020-04-24,64.29,56.45,14.07,57.76
Scotland,,2020-04-25,58.33,55.14,13.72,50.93
Scotland,,2020-04-26,57.62,55.77,13.14,49.69
Scotland,,2020-04-27,58.81,55.09,12.74,50.31
Scotland,,2020-04-28,58.57,53.63,12.6,40.99
Scotland,,2020-04-29,57.86,53.58,12.27,44.1
Scotland,,2020-04-30,52.86,51.92,11.95,44.1
Scotland,,2020-05-01,50.24,49.25,12.03,36.65
Scotland,,2020-05-02,50.95,49.05,11.54,36.65
Scotland,,2020-05-03,45.71,48.95,10.9,39.13
Scotland,,2020-05-04,39.76,47.2,10.73,36.65
Scotland,,2020-05-05,39.76,45.93,10.55,32.92
Scotland,,2020-05-06,40,44.28,10.3,31.68
Scotland,,2020-05-07,37.38,42.57,9.66,31.06
Scotland,,2020-05-08,28.57,40.96,9.19,31.06
Scotland,,2020-05-09,22.62,41.16,8.47,27.33
Scotland,,2020-05-10,20.48,41.35,8.54,24.84
Scotland,,2020-05-11,21.9,40.57,8.37,21.74
Scotland,,2020-05-12,21.9,39.45,8.15,23.6
Scotland,,2020-05-13,21.43,38.82,7.5,22.98
Scotland,,2020-05-14,20,37.46,7.34,24.84
Scotland,,2020-05-15,19.52,35.85,6.83,20.5
Scotland,,2020-05-16,18.81,35.7,7.02,16.77
Scotland,,2020-05-17,18.57,35.85,6.46,16.77
Scotland,,2020-05-18,14.76,34.78,5.95,21.12
