Entity,Code,Day,weekly_deaths_rolling_normalized,people_in_hospital_normalized,weekly_cases_rolling_normalized,people_ventilated_normalized
England,,2020-02-28,0.11,,0,
England,,2020-02-29,0.11,,0,
England,,2020-03-01,0.33,,0.01,
England,,2020-03-02,0.5,,0.01,
England,,2020-03-03,0.77,,0.01,
England,,2020-03-04,0.91,,0.02,
England,,2020-03-05,1.32,,0.02,
England,,2020-03-06,1.83,,0.03,
England,,2020-03-07,2.22,,0.04,
England,,2020-03-08,2.67,,0.06,
England,,2020-03-09,2.79,,0.06,
England,,2020-03-10,3.36,,0.07,
England,,2020-03-11,4.97,,0.08,
England,,2020-03-12,6.8,4.6,0.1,
England,,2020-03-13,8.4,6.27,0.13,
England,,2020-03-14,11.4,7.78,0.18,
England,,2020-03-15,14.24,9.27,0.23,
England,,2020-03-16,16.39,10.48,0.24,
England,,2020-03-17,19.99,12.82,0.33,
England,,2020-03-18,22.82,15.22,0.48,
England,,2020-03-19,28.29,18.82,0.6,39.99
England,,2020-03-20,33.76,21.17,0.73,47.86
England,,2020-03-21,38.58,24.53,0.9,52.19
England,,2020-03-22,43.74,28.69,0.98,56.13
England,,2020-03-23,48.56,32.48,1.16,60.6
England,,2020-03-24,50.8,35.12,1.4,66.17
England,,2020-03-25,58.87,35.34,1.53,68.55
England,,2020-03-26,62.76,39.71,1.86,68.15
England,,2020-03-27,67.63,45.05,2.36,75.48
England,,2020-03-28,72.42,48.51,2.7,76.69
England,,2020-03-29,73.13,49.96,3.1,77.11
England,,2020-03-30,73.46,51.88,3.45,76.87
England,,2020-03-31,75.51,52.87,3.75,76.26
England,,2020-04-01,75.48,53.66,4.42,76.2
England,,2020-04-02,73.06,54.37,4.89,75.96
England,,2020-04-03,72.01,54.18,5.17,74.41
England,,2020-04-04,69.38,55.26,5.37,76.77
England,,2020-04-05,72.64,54.23,6.18,75.48
England,,2020-04-06,69.82,54.03,6.47,74.41
England,,2020-04-07,67.83,52.23,6.61,72.3
England,,2020-04-08,69.2,51.79,6.92,70.82
England,,2020-04-09,69.14,48.72,6.98,68.6
England,,2020-04-10,65.21,49.07,7.16,64.61
England,,2020-04-11,65.15,49.3,7.41,64.37
England,,2020-04-12,61.69,48.5,7.03,61.8
England,,2020-04-13,61.02,48.1,6.98,58.73
England,,2020-04-14,57.91,46.65,7.21,56.02
England,,2020-04-15,54.71,44.86,6.79,54.74
England,,2020-04-16,53.19,42.64,6.61,53.29
England,,2020-04-17,52.55,41.36,6.53,52.3
England,,2020-04-18,50.06,41.28,6.46,49.36
England,,2020-04-19,46.99,41.52,6.44,48.05
England,,2020-04-20,45.66,39.51,6.28,46.15
England,,2020-04-21,45.14,38.51,6.08,44.49
England,,2020-04-22,42.33,37.63,6.03,43.09
England,,2020-04-23,41.38,36.76,6.02,39.96
England,,2020-04-24,39.3,35.86,5.76,38.7
England,,2020-04-25,37.72,35.3,5.57,37.42
England,,2020-04-26,34.46,35.01,5.19,36.46
England,,2020-04-27,34.06,34.23,5.15,35.22
England,,2020-04-28,33.14,32.7,4.86,33.38
England,,2020-04-29,31.88,31.24,4.43,32.07
England,,2020-04-30,29.78,29.85,4.27,31.1
England,,2020-05-01,28.85,29.64,4.14,32.12
England,,2020-05-02,26.1,28.81,3.98,29.47
England,,2020-05-03,27.64,29.44,3.95,28.48
England,,2020-05-04,25.79,28.52,3.74,27.03
England,,2020-05-05,25.29,27.96,3.7,26.12
England,,2020-05-06,24.13,26.88,3.76,24.65
England,,2020-05-07,22.83,26.44,3.66,23.93
England,,2020-05-08,21.79,25.17,3.45,22.81
England,,2020-05-09,21.5,25.08,3.22,21.81
England,,2020-05-10,19.6,25.24,2.95,21.04
England,,2020-05-11,23.61,24.81,2.79,20.64
England,,2020-05-12,23.01,23.63,2.58,20.24
England,,2020-05-13,18.7,23.02,2.46,18.63
England,,2020-05-14,20.43,22.6,2.21,17.75
England,,2020-05-15,21.62,21.63,2.06,16.86
England,,2020-05-16,21.49,21.6,2,16.81
England,,2020-05-17,20.48,21.69,1.94,16.22
England,,2020-05-18,16.41,21.28,1.92,15.63
England,,2020-05-19,16.32,19.91,1.87,14.8
England,,2020-05-20,17.87,19.01,1.78,14
England,,2020-05-21,15.63,18.2,1.69,13.22
England,,2020-05-22,13.08,17.39,1.69,12.87
England,,2020-05-23,12.99,17.28,1.64,12.66
England,,2020-05-24,13.1,17.34,1.59,11.99
England,,2020-05-25,13.23,16.97,1.5,11.86
England,,2020-05-26,12.79,16.31,1.41,11.43
England,,2020-05-27,12.17,15.72,1.35,10.28
England,,2020-05-28,11.23,15.18,1.26,8.94
England,,2020-05-29,10.62,14.57,1.12,8.99
England,,2020-05-30,9.09,14.04,1.05,9.07
England,,2020-05-31,8.68,14.07,0.98,9.18
England,,2020-06-01,8.36,13.59,0.93,8.75
England,,2020-06-02,8.12,12.95,0.92,8.75
England,,2020-06-03,7.2,12.17,0.88,8.03
England,,2020-06-04,6.53,12.05,0.85,8
England,,2020-06-05,6.48,11.65,0.83,7.57
England,,2020-06-06,5.93,11.57,0.75,7.95
England,,2020-06-07,5.59,11.42,0.72,7.09
England,,2020-06-08,5.68,11.46,0.67,7.92
England,,2020-06-09,5.53,11.14,0.73,7.12
England,,2020-06-10,5.25,10.72,0.62,7.07
England,,2020-06-11,5.05,10.41,0.59,6.32
England,,2020-06-12,5.44,9.97,0.57,6.05
England,,2020-06-13,5.48,9.82,0.56,6.24
England,,2020-06-14,5.06,9.95,0.57,6.32
England,,2020-06-15,5.03,9.58,0.61,6.1
England,,2020-06-16,5.08,9.39,0.5,6.37
England,,2020-06-17,4.62,8.93,0.55,5.89
England,,2020-06-18,4.82,8.33,0.55,5.65
England,,2020-06-19,4.07,8.21,0.53,5.41
England,,2020-06-20,3.68,8.21,0.51,4.98
England,,2020-06-21,3.59,8.81,0.49,5.09
England,,2020-06-22,3.46,7.76,0.48,5.03
England,,2020-06-23,3.39,7.31,0.47,4.76
England,,2020-06-24,3.42,7.02,0.43,4.39
England,,2020-06-25,2.95,6.68,0.43,4.47
England,,2020-06-26,2.92,6.27,0.39,4.34
England,,2020-06-27,2.78,6.12,0.35,4.07
England,,2020-06-28,2.64,6.11,0.34,3.72
England,,2020-06-29,2.53,5.85,0.31,3.69
England,,2020-06-30,2.49,5.5,0.31,3.29
England,,2020-07-01,2.39,5.25,0.33,3.64
England,,2020-07-02,2.04,5.09,0.4,3.16
England,,2020-07-03,1.96,4.78,0.49,3.27
England,,2020-07-04,1.85,4.69,0.59,3.16
England,,2020-07-05,1.76,4.69,0.68,3.19
England,,2020-07-06,1.77,4.39,0.74,3
England,,2020-07-07,1.8,4.34,0.84,2.84
England,,2020-07-08,1.59,3.93,0.96,2.6
England,,2020-07-09,1.49,3.92,0.98,2.7
England,,2020-07-10,1.31,3.85,0.97,2.46
England,,2020-07-11,1.4,3.79,1.03,2.19
England,,2020-07-12,1.47,3.72,1.07,2.17
England,,2020-07-13,1.43,3.46,1.11,2.22
England,,2020-07-14,1.35,3.8,1.06,2.09
England,,2020-07-15,1.3,3.19,1.03,1.93
England,,2020-07-16,1.46,2.96,1.03,1.87
England,,2020-07-17,1.35,2.85,1.07,1.9
England,,2020-07-18,1.12,2.81,1.06,1.98
England,,2020-07-19,1.07,2.75,1.08,1.93
England,,2020-07-20,1.01,2.75,1.09,1.79
England,,2020-07-21,0.98,2.7,1.1,1.74
England,,2020-07-22,0.93,2.62,1.1,1.69
England,,2020-07-23,0.72,2.53,1.13,1.63
England,,2020-07-24,0.91,2.56,1.14,1.53
England,,2020-07-25,0.79,2.47,1.12,1.47
England,,2020-07-26,0.68,2.45,1.13,1.5
England,,2020-07-27,0.72,2.35,1.15,1.61
England,,2020-07-28,0.92,2.34,1.19,1.69
England,,2020-07-29,0.84,2.2,1.24,1.82
England,,2020-07-30,0.88,2.07,1.27,1.71
England,,2020-07-31,0.92,1.89,1.3,1.69
England,,2020-08-01,0.98,1.78,1.31,1.82
England,,2020-08-02,0.98,2.08,1.3,1.85
England,,2020-08-03,0.96,1.96,1.36,1.79
England,,2020-08-04,0.78,1.87,1.38,1.71
England,,2020-08-05,0.78,1.9,1.4,1.69
England,,2020-08-06,0.78,1.87,1.41,1.71
England,,2020-08-07,0.63,1.83,1.4,1.71
England,,2020-08-08,0.53,1.85,1.39,1.77
England,,2020-08-09,0.72,1.82,1.48,1.74
England,,2020-08-10,0.73,1.74,1.43,1.66
England,,2020-08-11,0.73,1.66,1.54,1.66
England,,2020-08-12,0.79,1.6,1.58,1.47
England,,2020-08-13,0.77,1.54,1.64,1.66
England,,2020-08-14,0.82,1.73,1.77,1.39
England,,2020-08-15,0.91,1.52,1.84,1.5
England,,2020-08-16,0.84,1.52,1.83,1.39
England,,2020-08-17,0.81,1.46,1.81,1.45
England,,2020-08-18,0.79,1.41,1.79,1.58
England,,2020-08-19,0.62,1.43,1.73,1.58
England,,2020-08-20,0.54,1.37,1.73,1.55
England,,2020-08-21,0.55,1.39,1.63,1.45
England,,2020-08-22,0.55,1.4,1.66,1.34
England,,2020-08-23,0.54,1.44,1.66,1.39
England,,2020-08-24,0.55,1.44,1.69,1.66
England,,2020-08-25,0.55,1.31,1.71,1.71
England,,2020-08-26,0.87,1.36,1.76,1.71
England,,2020-08-27,0.88,1.38,1.84,1.66
England,,2020-08-28,0.91,1.37,1.9,3.45
England,,2020-08-29,0.87,1.41,1.85,1.87
England,,2020-08-30,0.84,1.62,2,1.98
England,,2020-08-31,0.88,1.56,2.1,2.36
England,,2020-09-01,0.94,1.62,2.09,2.7
England,,2020-09-02,0.92,1.67,2.19,2.86
England,,2020-09-03,1.03,1.81,2.23,2.89
England,,2020-09-04,1.1,1.93,2.38,3.08
England,,2020-09-05,1.31,2.01,2.54,3.29
England,,2020-09-06,1.47,2.36,2.82,3.8
England,,2020-09-07,1.64,2.59,3.19,4.12
England,,2020-09-08,1.66,2.71,3.47,4.79
England,,2020-09-09,1.8,2.87,3.75,5.14
England,,2020-09-10,2,2.97,4.03,5.59
England,,2020-09-11,2.24,3.15,4.42,6.08
England,,2020-09-12,2.34,3.42,4.83,5.97
England,,2020-09-13,2.44,3.78,4.9,6.24
England,,2020-09-14,2.42,4.01,4.82,6.56
England,,2020-09-15,2.47,4.19,4.97,6.93
England,,2020-09-16,2.87,4.5,5.27,7.55
England,,2020-09-17,3.23,4.91,5.32,7.63
England,,2020-09-18,3.37,4.92,5.49,8.32
England,,2020-09-19,3.71,5.22,5.66,8.22
England,,2020-09-20,3.83,5.69,5.77,8.3
England,,2020-09-21,4.03,5.69,6.17,8.86
England,,2020-09-22,4.1,5.93,6.58,9.34
England,,2020-09-23,4.04,6.03,7.02,10.06
England,,2020-09-24,4.08,6.35,7.78,9.85
England,,2020-09-25,4.35,6.67,8.29,9.82
England,,2020-09-26,4.62,7.09,8.56,10.6
England,,2020-09-27,4.81,7.88,8.96,10.73
England,,2020-09-28,5.19,8.45,8.85,11.4
England,,2020-09-29,5.49,8.93,9.23,11.8
England,,2020-09-30,6.26,9.26,9.39,12.53
England,,2020-10-01,6.8,9.43,9.37,12.9
England,,2020-10-02,7.31,9.81,9.13,12.9
England,,2020-10-03,7.83,10.5,10.76,13.25
England,,2020-10-04,8.76,11.15,15.14,13.49
England,,2020-10-05,8.72,11.96,17.09,14.16
England,,2020-10-06,9.09,12.56,18.95,14.99
England,,2020-10-07,10.21,13.31,20.5,15.31
England,,2020-10-08,10.66,14.14,22.98,15.1
England,,2020-10-09,11.28,14.65,24.57,16.11
England,,2020-10-10,12.13,15.15,25.05,16.92
England,,2020-10-11,12.3,16.44,22.15,17.75
England,,2020-10-12,13.28,17.68,22.41,18.25
England,,2020-10-13,13.51,18.26,22.85,19.89
England,,2020-10-14,14.88,18.48,24.07,21.09
England,,2020-10-15,16.04,19.93,24.39,21.49
England,,2020-10-16,16.71,20.9,24.76,21.44
England,,2020-10-17,17.19,22.17,24.93,21.84
England,,2020-10-18,18.92,22.88,26.08,21.52
England,,2020-10-19,18.85,25.03,27.33,23.63
England,,2020-10-20,19.3,26.42,28.26,25.54
England,,2020-10-21,19.76,26.58,30.07,26.69
England,,2020-10-22,21.67,27.07,30.39,26.39
England,,2020-10-23,22.72,28.49,31.7,26.34
England,,2020-10-24,23.69,28.03,33.3,26.85
England,,2020-10-25,24.32,30.28,33.77,27.22
England,,2020-10-26,24.25,31.95,34.17,28.05
England,,2020-10-27,24.88,32.14,34.65,27.03
England,,2020-10-28,26.15,32.02,34.2,28.93
England,,2020-10-29,27.29,32.56,34.83,29.12
England,,2020-10-30,29.45,33.53,35.81,31
England,,2020-10-31,29.16,34.02,35.69,31.1
England,,2020-11-01,30.02,35.7,36.78,31.96
England,,2020-11-02,30.22,35.04,36.24,32.07
England,,2020-11-03,30.42,37.07,35.64,32.87
England,,2020-11-04,31.15,37.77,35.8,33.24
England,,2020-11-05,30.46,38.82,36.17,33.22
England,,2020-11-06,29.79,39.02,36.02,33.22
England,,2020-11-07,31.76,40.44,36.82,33.4
England,,2020-11-08,30.12,41.69,36.21,33.7
England,,2020-11-09,32.98,41.97,37.05,34.77
England,,2020-11-10,33.01,42.2,37.39,34.96
England,,2020-11-11,33.23,42.17,36.89,34.8
England,,2020-11-12,35.51,41.46,39.46,33.83
England,,2020-11-13,35.44,41.12,40.6,33.24
England,,2020-11-14,35.63,41.8,41.24,32.23
England,,2020-11-15,37.28,42.85,42.22,32.49
England,,2020-11-16,35.07,42.25,42.32,31.72
England,,2020-11-17,35,41.47,42.04,31.64
England,,2020-11-18,34.95,40.51,41.3,30.75
England,,2020-11-19,34.34,40.06,38.5,29.28
England,,2020-11-20,33.29,38.47,36.73,29.79
England,,2020-11-21,32.95,39.38,34.96,29.07
England,,2020-11-22,32.28,40.06,33.55,29.1
England,,2020-11-23,32.37,39.34,31.93,29.68
England,,2020-11-24,32.22,38.48,29.89,29.93
England,,2020-11-25,32.31,37.56,29.55,29.28
England,,2020-11-26,31,37.82,28.05,29.71
England,,2020-11-27,32.15,37.77,26.91,29.9
England,,2020-11-28,31.25,38.41,25.78,29.1
England,,2020-11-29,32.46,39.66,24.02,30.06
England,,2020-11-30,31.67,39.69,23.37,30.17
England,,2020-12-01,31.88,39.22,23.84,31.02
England,,2020-12-02,30.99,40.18,23.16,31.13
England,,2020-12-03,32.07,40.49,22.46,31.8
England,,2020-12-04,32.31,40.56,22.42,31.85
England,,2020-12-05,32.94,42.11,22.24,33.16
England,,2020-12-06,32.95,43.84,23.37,33.91
England,,2020-12-07,34.25,43.78,23.57,35.52
England,,2020-12-08,34.3,45.04,23.26,35.84
England,,2020-12-09,36.07,45.84,23.16,36.78
England,,2020-12-10,37.18,46.21,24.66,38.2
England,,2020-12-11,37.56,47.13,25.85,38.46
England,,2020-12-12,39.66,48.44,27.12,40.1
England,,2020-12-13,36.31,51.58,27.88,41.65
England,,2020-12-14,36.38,52.61,29.54,43.92
England,,2020-12-15,37.94,51.94,31.14,46.25
England,,2020-12-16,34.81,53.08,33.92,49.63
England,,2020-12-17,38.51,51.55,35.18,50.83
England,,2020-12-18,42.95,53.44,36.92,51.93
England,,2020-12-19,43.49,56.14,38.32,53.99
England,,2020-12-20,45.68,59.49,42.3,58.38
England,,2020-12-21,47.51,63.45,45.18,61.83
England,,2020-12-22,48.12,66.15,49.36,63.65
England,,2020-12-23,53.46,66.19,52.23,68.25
England,,2020-12-24,53.01,65.63,55.71,71.04
England,,2020-12-25,55.33,68.61,57.6,75.32
England,,2020-12-26,62.16,72.68,59.86,76.55
England,,2020-12-27,68.74,77.55,58.13,79.31
England,,2020-12-28,70.07,77.08,60.18,81.77
England,,2020-12-29,71.64,80.75,64.13,84.98
England,,2020-12-30,76.26,82.26,66.59,88.52
England,,2020-12-31,82.76,85.47,70.29,89.69
England,,2021-01-01,84.14,85.8,75.38,92.72
England,,2021-01-02,83.93,89.58,80.13,94.35
England,,2021-01-03,87.31,93.4,85.76,94.57
England,,2021-01-04,88.57,93.78,90.18,95.56
England,,2021-01-05,89.39,95.2,92.24,96.44
England,,2021-01-06,93.87,95.89,95.55,96.44
England,,2021-01-07,97.17,97.16,94.84,96.55
England,,2021-01-08,97.42,95.88,97.76,99.76
England,,2021-01-09,98.83,97.13,99.09,99.87
England,,2021-01-10,100,100,100,100
England,,2021-01-11,99.41,99.07,96.99,98.88
England,,2021-01-12,99.26,98.69,93.33,97.27
England,,2021-01-13,99.42,96.79,89.84,96.41
England,,2021-01-14,98.24,97.31,89.18,95.96
England,,2021-01-15,97.66,94.98,86.27,93.84
England,,2021-01-16,96.06,95.84,81.89,93.31
England,,2021-01-17,94.36,95.93,77.91,90.1
England,,2021-01-18,94.07,94.18,75.87,91.38
England,,2021-01-19,91.81,89.84,73.02,88.97
England,,2021-01-20,89.74,88.34,70.94,89.08
England,,2021-01-21,84.77,85.51,68.3,87.66
England,,2021-01-22,81.36,83.21,64.69,86.11
England,,2021-01-23,78.44,81.87,62.76,82.95
England,,2021-01-24,73.73,83.12,60.72,81.56
England,,2021-01-25,71.23,79.79,57.02,79.76
England,,2021-01-26,70.42,76.81,53.72,77.92
England,,2021-01-27,65.61,73.78,50.5,76.87
England,,2021-01-28,62.5,71.07,48.33,74.41
England,,2021-01-29,59.7,67.11,45.57,71.95
England,,2021-01-30,56.74,66.96,43.08,69.38
England,,2021-01-31,54.47,67.04,40.82,69.89
England,,2021-02-01,53.2,64.27,39.93,68.98
England,,2021-02-02,52.02,60.94,39.17,66.49
England,,2021-02-03,48.99,58.2,37.67,64.05
England,,2021-02-04,45.36,55.36,35.64,61.99
England,,2021-02-05,42.63,51.53,33.15,60.25
England,,2021-02-06,40.42,51.8,31.88,57.33
England,,2021-02-07,38.57,51.64,30.67,56.8
England,,2021-02-08,38.09,49.78,29.46,55.46
England,,2021-02-09,37.52,47.93,28.37,52.36
England,,2021-02-10,34.37,45.53,26.86,51.69
England,,2021-02-11,31.13,43.74,25.13,49.95
England,,2021-02-12,29.73,41.69,24.07,48.39
England,,2021-02-13,27.45,41.19,22.84,46.76
England,,2021-02-14,25.65,41.17,21.53,43.63
England,,2021-02-15,24.71,39.35,20.56,44.38
England,,2021-02-16,23.88,37.88,20.11,41.65
England,,2021-02-17,21.66,36.26,19.95,40.34
England,,2021-02-18,20.2,34.31,19.61,38.92
England,,2021-02-19,19.4,32.3,18.82,37.93
England,,2021-02-20,18.28,31.05,18.09,35.49
England,,2021-02-21,16.78,31.35,17.8,34.07
England,,2021-02-22,16.1,29.48,18.02,33.08
England,,2021-02-23,15.63,27.94,17.5,31.77
England,,2021-02-24,14.37,26.48,16.9,30.43
England,,2021-02-25,13.01,25.03,16.34,29.47
England,,2021-02-26,12.21,23.36,15.57,27.38
England,,2021-02-27,11.38,22.75,14.92,26.77
England,,2021-02-28,11.01,22.85,14.04,25.78
England,,2021-03-01,10.75,21.7,12.8,24.89
England,,2021-03-02,10.74,20.31,12.33,23.61
England,,2021-03-03,9.4,19.48,11.48,22.64
England,,2021-03-04,8.96,18.61,10.69,21.33
England,,2021-03-05,8.27,17.68,10.07,20.05
England,,2021-03-06,7.46,17.59,9.69,19
England,,2021-03-07,7.16,17.4,9.54,18.52
England,,2021-03-08,6.99,16.5,9.32,18.09
England,,2021-03-09,6.42,15.72,9.15,17.32
England,,2021-03-10,6.44,14.8,9,16.41
England,,2021-03-11,6.08,14.1,9.03,15.15
England,,2021-03-12,5.65,13.36,9.16,14.96
England,,2021-03-13,5.4,13.08,9,14.37
England,,2021-03-14,4.91,13.11,8.81,14.24
England,,2021-03-15,4.8,12.36,8.91,14.24
England,,2021-03-16,4.87,11.66,8.77,13.87
England,,2021-03-17,4.07,10.96,8.76,13.41
England,,2021-03-18,3.36,10.81,8.62,12.58
England,,2021-03-19,3.26,10.71,8.17,11.67
England,,2021-03-20,3.08,10.01,8.22,11.59
England,,2021-03-21,2.64,10.09,8.4,11.3
England,,2021-03-22,2.56,9.56,8.53,11.13
England,,2021-03-23,2.48,8.98,8.58,10.87
England,,2021-03-24,2.18,8.53,8.52,10.52
England,,2021-03-25,2.23,8.11,8.54,10.09
England,,2021-03-26,2.27,7.8,8.93,9.69
England,,2021-03-27,2.32,7.78,8.69,9.15
England,,2021-03-28,2.63,7.81,8.34,9.18
England,,2021-03-29,2.54,7.54,8.17,9.02
England,,2021-03-30,2.5,7.24,7.85,8.91
England,,2021-03-31,2.54,6.94,7.51,8.43
England,,2021-04-01,2.47,6.76,7.11,7.87
England,,2021-04-02,2.23,6.38,6.48,7.98
England,,2021-04-03,1.96,6.1,6.22,7.82
England,,2021-04-04,1.94,6.14,5.91,7.57
England,,2021-04-05,1.99,5.99,5.41,7.79
England,,2021-04-06,1.85,5.74,5.03,7.31
England,,2021-04-07,1.98,5.49,4.76,6.66
England,,2021-04-08,1.8,5.37,4.41,6.34
England,,2021-04-09,1.62,5.05,4.35,5.92
England,,2021-04-10,1.72,4.92,4.13,5.89
England,,2021-04-11,1.67,5.04,3.97,5.65
England,,2021-04-12,1.67,4.8,4.23,5.57
England,,2021-04-13,1.69,4.69,4.26,5.25
England,,2021-04-14,1.54,4.44,4.2,5.03
England,,2021-04-15,1.62,4.3,4.11,4.76
England,,2021-04-16,1.67,4.08,4.01,4.55
England,,2021-04-17,1.37,4.01,3.97,4.47
England,,2021-04-18,1.11,4.06,4.01,4.6
England,,2021-04-19,1.18,3.82,3.83,4.5
England,,2021-04-20,1.16,3.72,3.86,4.34
England,,2021-04-21,0.99,3.6,3.83,4.31
England,,2021-04-22,0.99,3.38,3.87,3.85
England,,2021-04-23,0.96,3.12,3.88,3.88
England,,2021-04-24,0.94,3.15,3.86,3.61
England,,2021-04-25,0.93,3.19,3.83,3.51
England,,2021-04-26,0.79,3.18,3.62,3.61
England,,2021-04-27,0.78,3.01,3.68,3.37
England,,2021-04-28,0.97,2.84,3.65,3.29
England,,2021-04-29,0.77,2.83,3.6,3.19
England,,2021-04-30,0.72,2.76,3.54,3.08
England,,2021-05-01,0.74,2.72,3.49,3.08
England,,2021-05-02,0.77,2.75,3.49,3.1
England,,2021-05-03,0.78,2.68,3.41,3.13
England,,2021-05-04,0.82,2.64,3.21,3.05
England,,2021-05-05,0.65,2.46,3.23,3.02
England,,2021-05-06,0.55,2.38,3.25,3.08
England,,2021-05-07,0.53,2.36,3.28,3.13
England,,2021-05-08,0.42,2.33,3.31,3.02
England,,2021-05-09,0.4,2.32,3.32,2.97
England,,2021-05-10,0.4,2.18,3.46,3.02
England,,2021-05-11,0.4,2.2,3.59,3.13
England,,2021-05-12,0.5,2.18,3.56,3.08
England,,2021-05-13,0.57,2.23,3.57,2.94
England,,2021-05-14,0.59,2.13,3.48,3.1
England,,2021-05-15,0.62,2.2,3.45,3
England,,2021-05-16,0.62,2.32,3.46,3.08
England,,2021-05-17,0.65,2.23,3.37,2.94
England,,2021-05-18,0.62,2.17,3.34,3.29
England,,2021-05-19,0.45,2.16,3.43,3.1
England,,2021-05-20,0.49,2.16,3.45,3.32
England,,2021-05-21,0.55,2.18,3.58,3.19
England,,2021-05-22,0.57,2.2,3.74,3.32
England,,2021-05-23,0.64,2.25,3.81,3.51
England,,2021-05-24,0.62,2.26,3.9,3.56
England,,2021-05-25,0.62,2.33,3.92,3.75
England,,2021-05-26,0.78,2.27,4.02,3.77
England,,2021-05-27,0.7,2.34,4.19,3.75
England,,2021-05-28,0.6,2.28,4.49,3.91
England,,2021-05-29,0.69,2.35,4.62,4.07
England,,2021-05-30,0.67,2.5,4.86,4.58
England,,2021-05-31,0.7,2.56,5.09,4.55
England,,2021-06-01,0.74,2.55,5.21,5.01
England,,2021-06-02,0.68,2.64,5.46,5.14
England,,2021-06-03,0.72,2.57,5.83,5.27
England,,2021-06-04,0.84,2.66,6.27,5.62
England,,2021-06-05,0.76,2.76,6.82,5.43
England,,2021-06-06,0.78,2.89,7.29,5.25
England,,2021-06-07,0.77,3,7.84,5.67
England,,2021-06-08,0.79,3.08,8.55,6.13
England,,2021-06-09,0.98,3.27,9.27,6.08
England,,2021-06-10,1.04,3.41,9.84,6.42
England,,2021-06-11,1.06,3.33,10.28,6.37
England,,2021-06-12,1.13,3.4,10.76,6.32
England,,2021-06-13,1.23,3.76,11.25,6.53
England,,2021-06-14,1.27,3.79,11.71,7.28
England,,2021-06-15,1.25,3.66,12.04,6.93
England,,2021-06-16,1.23,3.71,12.42,7.07
England,,2021-06-17,1.21,3.74,13.2,7.47
England,,2021-06-18,1.21,3.72,13.83,7.95
England,,2021-06-19,1.3,3.88,14.46,7.92
England,,2021-06-20,1.23,4.27,14.86,8.16
England,,2021-06-21,1.31,4.21,15.42,8.83
England,,2021-06-22,1.36,4.37,16.11,9.45
England,,2021-06-23,1.46,4.54,17.47,10.09
England,,2021-06-24,1.67,4.69,18.45,10.06
England,,2021-06-25,1.86,4.76,19.59,10.52
England,,2021-06-26,1.86,5.08,21.23,10.65
England,,2021-06-27,2,5.5,22.23,10.92
England,,2021-06-28,2.13,5.82,24.87,11.59
England,,2021-06-29,2.11,6.24,26.91,12.58
England,,2021-06-30,2.3,6.43,29.17,13.09
England,,2021-07-01,2.4,6.85,31.79,13.2
England,,2021-07-02,2.57,7.07,34.14,13.7
England,,2021-07-03,2.82,7.47,35.78,13.76
England,,2021-07-04,2.93,8.15,38.14,13.7
England,,2021-07-05,2.88,8.65,39.35,14.53
England,,2021-07-06,3,9.06,41.6,14.56
England,,2021-07-07,3.46,9.44,43.25,15.18
England,,2021-07-08,3.8,9.81,44.7,16.38
England,,2021-07-09,3.98,10.02,47.05,16.73
England,,2021-07-10,4.15,10.33,49.28,17.64
England,,2021-07-11,4.64,11.1,51.39,18.07
England,,2021-07-12,4.71,11.34,53.33,19.06
England,,2021-07-13,4.67,11.83,55.34,19.75
England,,2021-07-14,5.16,12.32,58.09,20.02
England,,2021-07-15,5.29,12.82,62.36,20.48
England,,2021-07-16,5.4,13.04,66.64,21.01
England,,2021-07-17,5.39,13.76,72.26,21.12
England,,2021-07-18,5.14,14.72,76.59,20.58
England,,2021-07-19,5.46,15.04,77.66,21.17
England,,2021-07-20,5.53,15.09,80.42,20.88
England,,2021-07-21,5.55,14.73,80.84,20.66
England,,2021-07-22,5.9,14.89,78.57,20.61
England,,2021-07-23,5.93,14.73,74.71,20.48
England,,2021-07-24,6.26,14.82,68.88,20.34
England,,2021-07-25,6.68,15.46,63.75,20.48
England,,2021-07-26,6.47,14.9,60.45,20.4
England,,2021-07-27,6.58,14.4,54.36,20.93
England,,2021-07-28,6.7,14.25,50.35,20.8
England,,2021-07-29,6.57,14.21,48.12,20.96
England,,2021-07-30,6.72,14.03,46.38,21.23
England,,2021-07-31,6.78,14.38,45.05,21.33
England,,2021-08-01,6.72,14.85,44.05,21.41
England,,2021-08-02,6.96,14.84,43.25,21.84
England,,2021-08-03,6.88,14.77,42.91,22.08
England,,2021-08-04,7.16,14.65,43.45,21.73
England,,2021-08-05,7.1,14.78,43.18,22.35
England,,2021-08-06,7.28,14.48,43.73,22.94
England,,2021-08-07,7.35,14.9,44.24,22.97
England,,2021-08-08,7.53,15.81,44.92,23.1
England,,2021-08-09,7.26,15.83,45.64,22.62
England,,2021-08-10,7.38,16.06,46.07,22.94
England,,2021-08-11,7.35,16.18,46.14,23.31
England,,2021-08-12,7.97,16.24,46.56,23.34
England,,2021-08-13,8.29,16.24,46.65,23.39
England,,2021-08-14,8.22,16.74,46.87,22.35
England,,2021-08-15,8.5,17.47,46.52,22.75
England,,2021-08-16,8.7,17.22,46.85,22.99
England,,2021-08-17,8.86,17.25,47.4,23.53
England,,2021-08-18,7.4,17.16,47.93,23.82
England,,2021-08-19,8.02,17.15,48.37,24.01
England,,2021-08-20,8.31,16.76,48.61,23.8
England,,2021-08-21,8.43,17.05,48.69,23.55
